0	600	160	80
1	600	160	104
2	600	160	128
3	600	160	152
4	600	160	176
5	600	160	200
6	600	160	224
7	600	288	248
8	600	288	272
9	600	288	296
10	600	288	320
11	600	288	376
12	600	288	400
13	600	544	424
14	600	544	448
15	600	544	472
16	600	544	496
17	1112	544	520
18	1112	544	544
19	1112	544	568
20	1112	544	592
21	1112	544	616
22	1112	544	704
23	1112	544	728
24	1112	544	752
25	1112	1056	776
26	1112	1056	800
27	1112	1056	824
28	1112	1056	848
29	1112	1056	872
30	1112	1056	896
31	1112	1056	920
32	1112	1056	944
33	2136	1056	968
34	2136	1056	992
35	2136	1056	1016
36	2136	1056	1040
37	2136	1056	1064
38	2136	1056	1088
39	2136	1056	1112
40	2136	1056	1136
41	2136	1056	1160
42	2136	1056	1184
43	2136	1056	1336
44	2136	1056	1360
45	2136	1056	1384
46	2136	1056	1408
47	2136	1056	1432
48	2136	1056	1456
49	2136	2080	1480
50	2136	2080	1504
51	2136	2080	1528
52	2136	2080	1552
53	2136	2080	1576
54	2136	2080	1600
55	2136	2080	1624
56	2136	2080	1648
57	2136	2080	1672
58	2136	2080	1696
59	2136	2080	1720
60	2136	2080	1744
61	2136	2080	1768
62	2136	2080	1792
63	2136	2080	1816
64	2136	2080	1840
65	4184	2080	1864
66	4184	2080	1888
67	4184	2080	1912
68	4184	2080	1936
69	4184	2080	1960
70	4184	2080	1984
71	4184	2080	2008
72	4184	2080	2032
73	4184	2080	2056
74	4184	2080	2080
75	4184	2080	2104
76	4184	2080	2128
77	4184	2080	2152
78	4184	2080	2176
79	4184	2080	2200
80	4184	2080	2224
81	4184	2080	2248
82	4184	2080	2272
83	4184	2080	2296
84	4184	2080	2320
85	4184	2080	2344
86	4184	2080	2624
87	4184	2080	2648
88	4184	2080	2672
89	4184	2080	2696
90	4184	2080	2720
91	4184	2080	2744
92	4184	2080	2768
93	4184	2080	2792
94	4184	2080	2816
95	4184	2080	2840
96	4184	2080	2864
97	4184	4128	2888
98	4184	4128	2912
99	4184	4128	2936
100	4184	4128	2960
101	4184	4128	2984
102	4184	4128	3008
103	4184	4128	3032
104	4184	4128	3056
105	4184	4128	3080
106	4184	4128	3104
107	4184	4128	3128
108	4184	4128	3152
109	4184	4128	3176
110	4184	4128	3200
111	4184	4128	3224
112	4184	4128	3248
113	4184	4128	3272
114	4184	4128	3296
115	4184	4128	3320
116	4184	4128	3344
117	4184	4128	3368
118	4184	4128	3392
119	4184	4128	3416
120	4184	4128	3440
121	4184	4128	3464
122	4184	4128	3488
123	4184	4128	3512
124	4184	4128	3536
125	4184	4128	3560
126	4184	4128	3584
127	4184	4128	3608
128	4184	4128	3632
129	8280	4128	3656
130	8280	4128	3680
131	8280	4128	3704
132	8280	4128	3728
133	8280	4128	3752
134	8280	4128	3776
135	8280	4128	3800
136	8280	4128	3824
137	8280	4128	3848
138	8280	4128	3872
139	8280	4128	3896
140	8280	4128	3920
141	8280	4128	3944
142	8280	4128	3968
143	8280	4128	3992
144	8280	4128	4016
145	8280	4128	4040
146	8280	4128	4064
147	8280	4128	4088
148	8280	4128	4112
149	8280	4128	4136
150	8280	4128	4160
151	8280	4128	4184
152	8280	4128	4208
153	8280	4128	4232
154	8280	4128	4256
155	8280	4128	4280
156	8280	4128	4304
157	8280	4128	4328
158	8280	4128	4352
159	8280	4128	4376
160	8280	4128	4400
161	8280	4128	4424
162	8280	4128	4448
163	8280	4128	4472
164	8280	4128	4496
165	8280	4128	4520
166	8280	4128	4544
167	8280	4128	4568
168	8280	4128	4592
169	8280	4128	4616
170	8280	4128	4640
171	8280	4128	5176
172	8280	4128	5200
173	8280	4128	5224
174	8280	4128	5248
175	8280	4128	5272
176	8280	4128	5296
177	8280	4128	5320
178	8280	4128	5344
179	8280	4128	5368
180	8280	4128	5392
181	8280	4128	5416
182	8280	4128	5440
183	8280	4128	5464
184	8280	4128	5488
185	8280	4128	5512
186	8280	4128	5536
187	8280	4128	5560
188	8280	4128	5584
189	8280	4128	5608
190	8280	4128	5632
191	8280	4128	5656
192	8280	4128	5680
193	8280	8224	5704
194	8280	8224	5728
195	8280	8224	5752
196	8280	8224	5776
197	8280	8224	5800
198	8280	8224	5824
199	8280	8224	5848
200	8280	8224	5872
201	8280	8224	5896
202	8280	8224	5920
203	8280	8224	5944
204	8280	8224	5968
205	8280	8224	5992
206	8280	8224	6016
207	8280	8224	6040
208	8280	8224	6064
209	8280	8224	6088
210	8280	8224	6112
211	8280	8224	6136
212	8280	8224	6160
213	8280	8224	6184
214	8280	8224	6208
215	8280	8224	6232
216	8280	8224	6256
217	8280	8224	6280
218	8280	8224	6304
219	8280	8224	6328
220	8280	8224	6352
221	8280	8224	6376
222	8280	8224	6400
223	8280	8224	6424
224	8280	8224	6448
225	8280	8224	6472
226	8280	8224	6496
227	8280	8224	6520
228	8280	8224	6544
229	8280	8224	6568
230	8280	8224	6592
231	8280	8224	6616
232	8280	8224	6640
233	8280	8224	6664
234	8280	8224	6688
235	8280	8224	6712
236	8280	8224	6736
237	8280	8224	6760
238	8280	8224	6784
239	8280	8224	6808
240	8280	8224	6832
241	8280	8224	6856
242	8280	8224	6880
243	8280	8224	6904
244	8280	8224	6928
245	8280	8224	6952
246	8280	8224	6976
247	8280	8224	7000
248	8280	8224	7024
249	8280	8224	7048
250	8280	8224	7072
251	8280	8224	7096
252	8280	8224	7120
253	8280	8224	7144
254	8280	8224	7168
255	8280	8224	7192
256	8280	8224	7216
257	16472	8224	7240
258	16472	8224	7264
259	16472	8224	7288
260	16472	8224	7312
261	16472	8224	7336
262	16472	8224	7360
263	16472	8224	7384
264	16472	8224	7408
265	16472	8224	7432
266	16472	8224	7456
267	16472	8224	7480
268	16472	8224	7504
269	16472	8224	7528
270	16472	8224	7552
271	16472	8224	7576
272	16472	8224	7600
273	16472	8224	7624
274	16472	8224	7648
275	16472	8224	7672
276	16472	8224	7696
277	16472	8224	7720
278	16472	8224	7744
279	16472	8224	7768
280	16472	8224	7792
281	16472	8224	7816
282	16472	8224	7840
283	16472	8224	7864
284	16472	8224	7888
285	16472	8224	7912
286	16472	8224	7936
287	16472	8224	7960
288	16472	8224	7984
289	16472	8224	8008
290	16472	8224	8032
291	16472	8224	8056
292	16472	8224	8080
293	16472	8224	8104
294	16472	8224	8128
295	16472	8224	8152
296	16472	8224	8176
297	16472	8224	8200
298	16472	8224	8224
299	16472	8224	8248
300	16472	8224	8272
301	16472	8224	8296
302	16472	8224	8320
303	16472	8224	8344
304	16472	8224	8368
305	16472	8224	8392
306	16472	8224	8416
307	16472	8224	8440
308	16472	8224	8464
309	16472	8224	8488
310	16472	8224	8512
311	16472	8224	8536
312	16472	8224	8560
313	16472	8224	8584
314	16472	8224	8608
315	16472	8224	8632
316	16472	8224	8656
317	16472	8224	8680
318	16472	8224	8704
319	16472	8224	8728
320	16472	8224	8752
321	16472	8224	8776
322	16472	8224	8800
323	16472	8224	8824
324	16472	8224	8848
325	16472	8224	8872
326	16472	8224	8896
327	16472	8224	8920
328	16472	8224	8944
329	16472	8224	8968
330	16472	8224	8992
331	16472	8224	9016
332	16472	8224	9040
333	16472	8224	9064
334	16472	8224	9088
335	16472	8224	9112
336	16472	8224	9136
337	16472	8224	9160
338	16472	8224	9184
339	16472	8224	9208
340	16472	8224	9232
341	16472	8224	9256
342	16472	8224	10304
343	16472	8224	10328
344	16472	8224	10352
345	16472	8224	10376
346	16472	8224	10400
347	16472	8224	10424
348	16472	8224	10448
349	16472	8224	10472
350	16472	8224	10496
351	16472	8224	10520
352	16472	8224	10544
353	16472	8224	10568
354	16472	8224	10592
355	16472	8224	10616
356	16472	8224	10640
357	16472	8224	10664
358	16472	8224	10688
359	16472	8224	10712
360	16472	8224	10736
361	16472	8224	10760
362	16472	8224	10784
363	16472	8224	10808
364	16472	8224	10832
365	16472	8224	10856
366	16472	8224	10880
367	16472	8224	10904
368	16472	8224	10928
369	16472	8224	10952
370	16472	8224	10976
371	16472	8224	11000
372	16472	8224	11024
373	16472	8224	11048
374	16472	8224	11072
375	16472	8224	11096
376	16472	8224	11120
377	16472	8224	11144
378	16472	8224	11168
379	16472	8224	11192
380	16472	8224	11216
381	16472	8224	11240
382	16472	8224	11264
383	16472	8224	11288
384	16472	8224	11312
385	16472	16416	11336
386	16472	16416	11360
387	16472	16416	11384
388	16472	16416	11408
389	16472	16416	11432
390	16472	16416	11456
391	16472	16416	11480
392	16472	16416	11504
393	16472	16416	11528
394	16472	16416	11552
395	16472	16416	11576
396	16472	16416	11600
397	16472	16416	11624
398	16472	16416	11648
399	16472	16416	11672
400	16472	16416	11696
401	16472	16416	11720
402	16472	16416	11744
403	16472	16416	11768
404	16472	16416	11792
405	16472	16416	11816
406	16472	16416	11840
407	16472	16416	11864
408	16472	16416	11888
409	16472	16416	11912
410	16472	16416	11936
411	16472	16416	11960
412	16472	16416	11984
413	16472	16416	12008
414	16472	16416	12032
415	16472	16416	12056
416	16472	16416	12080
417	16472	16416	12104
418	16472	16416	12128
419	16472	16416	12152
420	16472	16416	12176
421	16472	16416	12200
422	16472	16416	12224
423	16472	16416	12248
424	16472	16416	12272
425	16472	16416	12296
426	16472	16416	12320
427	16472	16416	12344
428	16472	16416	12368
429	16472	16416	12392
430	16472	16416	12416
431	16472	16416	12440
432	16472	16416	12464
433	16472	16416	12488
434	16472	16416	12512
435	16472	16416	12536
436	16472	16416	12560
437	16472	16416	12584
